Alias,CDM_page_id,CDM_field,Value
cwd,15837,fula,"June, SUNDAY, 9 1861. 
I got up at five o'clock and went and practiced on the dumb bells, I lounged around all day, went to meeting in the eve, for the first time. We met this eve at 7 o'clock the roll was called, very warm. 
MONDAY 10.
Had our usual drill to day. Rev. Mr. Morris gave a sermon to the Volunteers, it was very practical, and if the Volunteers live up to it they will come out right in the end, it was very warm to-day Col. Peck was here to-day 
TUESDAY, 11 
did not drill this fore noon it was rainy, drilled this afternoon it being pleasant, expecte orders to leave to-night, The weather is very warm and drilling is warm work too."
cwd,15838,fula,"June WEDNESDAY, 12 1861.Drilled our usual hours. through the day. We heard that we were going to leave this week. Had an evening drill, and music by the B.Band  THURSDAY, 13. Did not drill this forenoon and only part of the afternoon  Three cars came this eve to take us off.  We marched into the Court House yard and rec'd boquets from the ""Young Laidis"" God Bless them. FRIDAY 14. Did not drill to-day untill two o'clock. P.M. and then we drilled all the afternoon. We were disappointed in not receiving orders to leave. Mrs. Woodman and Honey are at Mrs. Dodges."
cwd,15839,fula,"June, SATURDAY, 15, 1861. E E Bryant, obtained the 2nd Lieut. commission in our Compy.  he wont keep it the boys are dissatisfied.  I went to Mr Lelands picnic this afternoon the wind blew very hard which made it unpleasant SUNDAY, 16. Took a walk with Sherman into the grove where they had the Picnic. This afternoon I went with Judd Hurlburt out to his house on a visit. had very pleasant one went to Church this eve. MONDAY, 17. did not drill to-day. We got orders to leave. at which the boys expressed their satisfaction in the most violent Cheering. I visited the Halsted girls this evening. and packed up my duds did not go to bed until twelve o'clock. my last night in Monroe."
cwd,15840,fula,"June, TUESDAY, 18, 1861
We left for Fon du Lac this morning. a sword was presented to the Capt. and a Flag to us.  Our farewell was a tearful one, especialy among the Ladies.  We arrived at Fon du Lac at 5 P.M.  My first sight of camp was favorable. WEDNESDAY, 19. Camp Hamilton Last night was my first night as a soldier, tent sleeping is not so bad, I never slept better. Our eating arrangement is very poor, our food is not fit to eat.  I did not drill to-day I felt very unwell.  The boys went to the Lake. THURSDAY, 20. Got up at 5 A.M. eat breakfast at 1/2 past six, squad drill at 9 A.M. Company drill at 11 till 1/2 past 12. dinner at one. drill from two to four P.M. regimental drill at five supper at six, roll called at 9. then all to bed"
cwd,15841,fula,"June FRIDAY, 21 1861. Had our regular squad drills through the day I practice musket drill every eve, I can get on with it very well, it is rather complicated to a new beginner. SATURDAY, 22. It is very hot weather now which makes it rather warm drilling, Went down to lake Winnebago to bathe this eve, it is a beautiful sheet of water Borrowed 25 cts. of Grace,  SUNDAY, 23. This is my first sunday in camp, what a sunday, to what it is in the ole Puritan state, the soldiers are going to Church to-night, I cant go.  I don't feel well, I am very Costive, to-morrow I mount Guard, first time"
cwd,15842,fula,"June, MONDAY, 24, 1861. I drilled all day to-day it is very hot weather. Nothing more to-day. How Hot! hot"
cwd,15843,fula,"June, THURSDAY, 27, 1861. The Ladies of Fon du Lac gave us a supper of everything nice It made us feel homesick they take a great interest in us. After eating the Caurse food furnished by Govt. it tasted good, went to town for the first time FRIDAY, 28. I am very Costive, and I cant help it any how I am a mine to fix it. O'brien went to Brodhead to-day to get the B. Band. The Governor is here to-day to pay us. He said he would go  with us to Washington SATURDAY, 29. To day at 10 A.M. I took the Oath to serve the U.S. for three years. there was 5 cowards in the regt. their heads were shaved and then they were drummed out of Camp. We got our Uniform to-day 100. soldiers left for milwakee to put down the riot"
cwd,15844,fula,"June, SUNDAY, 30, 1861.To day I took a walk down town.  it is not a very pretty place the streets are very poor.  I took a sail on Lake winnebago.  it was rather rough. A hard rain last night made the Soldiers rather out of humor  July, MONDAY, 1. The 100 soldier's returned from milwaukee that went there to put down the riot.  all is quiet now Ten married men of our Compy. went home to-day they will stay three days.  Drilled in Battalions to-day for the first time TUESDAY, 2. Got our shoes today they are very Corse and heavy, make my feet sore to wear them. Drilled again in Battalion drill.  it is very good way. after drilling b sqad it is very pleasant."
cwd,15845,fula,"July, WEDNESDAY 3, 1861. Our Capt. left for Monroe to-day be back on saturday.  had our usual drill, preparatory to the 4th When we have to parade in town.  the boys all want money for the 4th,  THURSDAY 4.  We got up at 4 oclock this morn. trimed our tents with trees and bushes, which made it look very pretty.  at ten O'clock we marched down town and through the principle streets and then home.  it was the dullest 4th I ever passed. FRIDAY, 5. The Brodhead Band Boys arrived here to-day to go as musicians for the Regiment"
cwd,15846,fula,"July, SATURDAY, 6  1861. I was lucky enough to-day to get chance to go home. I enjoyed my visit first rate  SUNDAY, 7. Today I got a carriage and took Father and Mother Lizzie & Minsie to ride. visited Decatur and Father's farm.  MONDAY 8. Received our pay to-day part gold part in Bills received $19.42. I bid my folks good bye and all the rest of the Brodhead folks, took a final leave not return until the war was over."
cwd,15847,fula,"July, TUESDAY, 9, 1861. We shall probably leave on thursday or friday. the boys are very expectant. WEDNESDAY, 10. (No Entry)  THURSDAY, 11. To-day we received our Knapsacks and Haversacks. the Boys were considerabl puzzled in arrainging them and packing to fit their Backs. We expect to leave to morrow. got our canteen to-day."
cwd,15848,fula,"July, FRIDAY, 12 1861. To-day we packed up and at 2 P.M. we struck tents. at five we bade Camp Hamilton goodbye and marched to the depot. at 7 the train started and we left amid the waving of Handkerchiefs and cheers. SATURDAY, 13  We arrived at Janesville at 10 O'clock at night, there was a number of Brodhead and Monroe boys to bid us farewell. George Miller & Ed. Morris went as far as Chicago with us there they bid us goodbye. SUNDAY, 14. Saturday At 7 O'Clock P.M. we arrived at Toledo. the Ladies treated us with a bountiful supply of refreshments. arrived at Buffalo sunday eve at five o'clock, three millitary companies wer out to recieve us, and a table was set in the Depot."
cwd,15849,fula,"July, MONDAY 15  1861. We rode all night and at six O'clock A.M. we arrived at Elmira N.Y. where the good folks set a table and the young Ladies waited on us with smiles and refreshments that made us forget where we going. TUESDAY, 16. (Camp Eddy) We arrived at Harrisburg at midnight and this morn we landed at Hagarstown the terminus of our Journey by rail. we encamped out side of the town, the name of the ground C. Eddy. WEDNESDAY, 17. Last night was my first night as a soldier in the enemys country. several of the sentinels shot off their guns thinking that the enemy were sneaking about the camp. more scared than hurt."
cwd,15850,fula,"July THURSDAY, 18  1861. Our Regt. rec'd their arms to-day.  they are the common musket.  the boys are dissatisfied with them, they think that shot guns are a little better.  the bullet is the common round musket ball. FRIDAY, 19. This morn revillee beat at three o clock and at six we started southward towards Harpers ferry.  at noon arrived at Boonsborough where we rested a short time resumed our march for five miles. SATURDAY 20. Camped last night within 10 miles of Harpers ferry.  started this morn early and arrived at Sandy Hook at noon after a tiresome march the day was very hot and some of the boys gave out.  I felt the effects of it next day."
cwd,15851,fula,"July, SUNDAY, 21, 1861. Battle of Bulls Run was faught to-day. could hear the firing. at this Place Harpers Ferry Our first Sabbath in the land of ""Seseshs"". the boys are resting after their march of yesterday. Gen. Patterson retreated across the river into maryland. three months men returning home. MONDAY, 22. Harpers Ferry is a pretty town on the Potomac river at the junction of the Shenandoah , it is built at the base of a hill, and is surrounded by high mountains and hills. TUESDAY, 23 on the hill above the town is a powder magazine, in which John Brown was kept when captured. on the door is inscribed, John Brown was Kept here Oct 17, 1858. it is a small fireproof brick building resembling a recorders office in Wis."
cwd,15852,fula,"July, WEDNESDAY, 24,  1861. To-day our muskets were exchanged for the rifle minnie musket. it has a sight for shooting either, 100. 300. 500 yds. the ball is conical with a hollow place at the base which is filled with powder. THURSDAY, 25. Our Camp is called Camp. Pinckey in honor of our Lieut, Col., Col. Pinkney. FRIDAY, 26. (No Entry)"
